"AllocatedMemoryInMb","AppAndRoleApplication","AppAndRoleBizTalkServer","AppAndRoleExchangeServer","AppAndRoleFeature","AppAndRoleOtherDatabase","AppAndRoleSharePointServer","AppAndRoleSqlServer","AppAndRoleSystemCenter","AppAndRoleWebApplication","BiosGuid","BiosSerialNumber","ClusterFqdn","ClusterId","CreatedTimestamp","Disk","DisplayName","Error","Firmware","Generation","GuestDetailsDiscoveryTimestamp","GuestOSDetailOsname","GuestOSDetailOstype","GuestOSDetailOsversion","HighAvailability","HostFqdn","HostId","Id","InstanceUuid","IsDeleted","IsDynamicMemoryEnabled","IsGuestDetailsDiscoveryInProgress","ManagementServerType","MaxMemoryMb","Name","NetworkAdapter","NumberOfApplication","NumberOfProcessorCore","OperatingSystemDetailOSName","OperatingSystemDetailOSType","OperatingSystemDetailOSVersion","PowerStatus","Type","UpdatedTimestamp","VMConfigurationFileLocation","VMFqdn","Version"
"34816",,,,,,,,,,"C6180D66-1C16-4ADA-A9F1-A0CE17EF3D7D","1414-6384-4166-6642-2355-0762-67","HICP1326_CLU.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1326-clu-olcc-lan-dfe304fe-4c9c-4a21-8ab7-565af1ada800","2025-02-11T20:30:59.3703156Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICU3814","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:19:27 AM","Red Hat Enterprise Linux","Linux","8.4","Yes","HICP1326C",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/278a8af7-2841-4562-8ed3-95f3229d848d","278a8af7-2841-4562-8ed3-95f3229d848d","False","False","False","Cluster","1048576","278a8af7-2841-4562-8ed3-95f3229d848d","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","76","3","Red Hat Enterprise Linux","linuxguest","4.18.0","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T03:19:27.4362496Z","C:\ClusterStorage\Volume1\HICU3814\Virtual Machines\278A8AF7-2841-4562-8ED3-95F3229D848D.VMCX","hicu3814.olcc.lan","9.0"
"8192",,,,,,,,,,"C587C58F-4A74-4FA2-8C26-53461B4FAD8B","7710-0962-7363-3743-4440-2089-47","HICP1310_Clu.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1310-clu-olcc-lan-4fb0bd14-3fa8-4561-ad74-93b04087d47c","2025-02-11T20:30:59.6202847Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICP2380B","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:19:17 AM","Microsoft Windows Server 2019 Standard","Windows","10.0.17763","Yes","HICP1315",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/573ffe93-e053-4f87-8988-d64bad79da58","573ffe93-e053-4f87-8988-d64bad79da58","False","False","False","Cluster","1048576","573ffe93-e053-4f87-8988-d64bad79da58","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","24","2","Windows Server 2019 Standard","windowsguest","10.0.17763","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T15:06:08.7312732Z","C:\ClusterStorage\Volume2\HICP2380B\Virtual Machines\573FFE93-E053-4F87-8988-D64BAD79DA58.VMCX","HICP2380B.olcc.lan","9.0"
"4096",,,,,,,,,,"7B6F3361-A08B-482D-AA30-6C52B5C9DEB0","9543-2310-2498-7055-0310-1481-88","HICP1330_CLU.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1330-clu-olcc-lan-6b758d3a-0903-4f3f-80a9-2f9a8f5f8e7f","2025-02-11T20:30:59.8703052Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICP2032","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2",,,,,"Yes","HICP1330B",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/5c2b3237-e6a0-4138-85e1-85525d509e63","5c2b3237-e6a0-4138-85e1-85525d509e63","False","False","True","Cluster","1048576","5c2b3237-e6a0-4138-85e1-85525d509e63","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","-1","2","Windows Server 2019 Standard","windowsguest","10.0.17763","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T03:47:00.3758420Z","C:\ClusterStorage\Volume1\OLTSWAPP1_New\Virtual Machines\5C2B3237-E6A0-4138-85E1-85525D509E63.VMCX","HICP2032.olcc.lan","9.0"
"34816",,,,,,,,,,"C6180D66-1C16-4ADA-A9F1-A0CE17EF3D7D","1414-6384-4166-6642-2355-0762-67","HICP1326_CLU.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1326-clu-olcc-lan-dfe304fe-4c9c-4a21-8ab7-565af1ada800","2025-02-11T20:31:00.1202920Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICU3813","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:20:17 AM","Red Hat Enterprise Linux","Linux","8.4","Yes","HICP1326B",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/9dd436ad-dcb3-4c11-9590-88d559ee0a2d","9dd436ad-dcb3-4c11-9590-88d559ee0a2d","False","False","False","Cluster","1048576","9dd436ad-dcb3-4c11-9590-88d559ee0a2d","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","76","3","Red Hat Enterprise Linux","linuxguest","4.18.0","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T03:20:17.0702010Z","C:\ClusterStorage\Volume1\HICU3813\Virtual Machines\9DD436AD-DCB3-4C11-9590-88D559EE0A2D.VMCX","hicu3813.olcc.lan","9.0"
"24576",,,,,,,,,,"393F37A0-D0BF-4E78-992E-5C768C466D83","8802-8527-6929-5853-2777-2331-19","HICP1310_Clu.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1310-clu-olcc-lan-4fb0bd14-3fa8-4561-ad74-93b04087d47c","2025-02-11T20:31:00.4953093Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICP3811","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:20:42 AM","Red Hat Enterprise Linux","Linux","8.3","Yes","HICP1316",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/97e3a7f8-b990-461b-80e2-d1e4f4667be2","97e3a7f8-b990-461b-80e2-d1e4f4667be2","False","False","False","Cluster","1048576","97e3a7f8-b990-461b-80e2-d1e4f4667be2","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","66","6","Red Hat Enterprise Linux","linuxguest","4.18.0","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T03:20:42.0910416Z","C:\ClusterStorage\Volume12\HICP3811\Virtual Machines\97E3A7F8-B990-461B-80E2-D1E4F4667BE2.VMCX","HICP3811.olcc.lan","9.0"
"24576",,,,,,,,,,"393F37A0-D0BF-4E78-992E-5C768C466D83","8802-8527-6929-5853-2777-2331-19","HICP1310_Clu.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1310-clu-olcc-lan-4fb0bd14-3fa8-4561-ad74-93b04087d47c","2025-02-11T20:31:00.7452864Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICP3818","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:20:23 AM","Red Hat Enterprise Linux","Linux","8.3","Yes","HICP1316",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/051a5f89-2c3c-401c-b287-fae85554ef42","051a5f89-2c3c-401c-b287-fae85554ef42","False","False","False","Cluster","1048576","051a5f89-2c3c-401c-b287-fae85554ef42","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","66","6","Red Hat Enterprise Linux","linuxguest","4.18.0","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T03:20:23.7001089Z","C:\ClusterStorage\Volume11\HICP3818\Virtual Machines\051A5F89-2C3C-401C-B287-FAE85554EF42.VMCX","HICP3818.olcc.lan","9.0"
"8192",,,,,,,,,,"E3C7DA76-4BED-41B0-A5CC-ABBE0CED2CE0","2884-7188-3844-6924-5941-3912-98","HICP1310_Clu.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1310-clu-olcc-lan-4fb0bd14-3fa8-4561-ad74-93b04087d47c","2025-02-11T20:31:00.9953128Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICP2222A","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:19:33 AM","Microsoft Windows Server 2019 Standard","Windows","10.0.17763","Yes","HICP1314",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/54b8e7cc-89c7-4896-880e-f759816226bd","54b8e7cc-89c7-4896-880e-f759816226bd","False","False","False","Cluster","1048576","54b8e7cc-89c7-4896-880e-f759816226bd","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","23","4","Windows Server 2019 Standard","windowsguest","10.0.17763","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T15:06:08.8406741Z","C:\ClusterStorage\Volume11\HICP2222A\Virtual Machines\54B8E7CC-89C7-4896-880E-F759816226BD.VMCX","HICP2222A.olcc.lan","9.0"
"8192",,,,,,,,,,"8DE999DB-8512-4931-A769-E52249E451FC","4112-4041-3478-1114-2678-1451-15","HICP1310_Clu.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1310-clu-olcc-lan-4fb0bd14-3fa8-4561-ad74-93b04087d47c","2025-02-11T20:31:01.2453413Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICP1219B","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:20:55 AM","Microsoft Windows Server 2019 Standard","Windows","10.0.17763","Yes","HICP1310",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/dc7471aa-5f4d-4b19-aec4-8572295a5057","dc7471aa-5f4d-4b19-aec4-8572295a5057","False","False","False","Cluster","1048576","dc7471aa-5f4d-4b19-aec4-8572295a5057","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","25","2","Windows Server 2019 Standard","windowsguest","10.0.17763","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T15:06:08.9656888Z","C:\ClusterStorage\Volume3\HICP1219B\Virtual Machines\DC7471AA-5F4D-4B19-AEC4-8572295A5057.VMCX","HICP1219B.olcc.lan","9.0"
"16384",,,,,,,,,,"4F8C0E2B-2B44-4B7D-AEDB-C6BB2886C312","5191-3184-9925-3377-8177-5639-49","HICP1310_Clu.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1310-clu-olcc-lan-4fb0bd14-3fa8-4561-ad74-93b04087d47c","2025-02-11T20:31:01.4952901Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICP2407","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:19:18 AM","Microsoft Windows Server 2019 Standard","Windows","10.0.17763","Yes","HICP1313",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/144cc4a1-e55d-428c-9382-926f25ea32d5","144cc4a1-e55d-428c-9382-926f25ea32d5","False","False","False","Cluster","1048576","144cc4a1-e55d-428c-9382-926f25ea32d5","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","13","4","Windows Server 2019 Standard","windowsguest","10.0.17763","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T03:19:18.8580249Z","C:\ClusterStorage\Volume3\HICP2407\Virtual Machines\144CC4A1-E55D-428C-9382-926F25EA32D5.VMCX","HICP2407.olcc.lan","9.0"
"16384",,,,,,,,,,"3D7BD7A2-4B82-487A-B1BB-CD22E8D118A9","2290-8197-3651-3415-9394-0255-58","HICP1310_Clu.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1310-clu-olcc-lan-4fb0bd14-3fa8-4561-ad74-93b04087d47c","2025-02-11T20:31:01.7452961Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICP2181B","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:21:27 AM","Microsoft Windows Server 2016 Standard","Windows","10.0.14393","Yes","HICP1310",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/137ebb16-c916-4e46-bd62-bd726bc93740","137ebb16-c916-4e46-bd62-bd726bc93740","False","False","False","Cluster","1048576","137ebb16-c916-4e46-bd62-bd726bc93740","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","22","8","Windows Server 2016 Standard","windowsguest","10.0.14393","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T03:21:27.0919058Z","C:\ClusterStorage\Volume11\HICP2181B\Virtual Machines\137EBB16-C916-4E46-BD62-BD726BC93740.VMCX","HICP2181B.olcc.lan","9.0"
"24576",,,,,,,,,,"90B6A44B-8763-4F52-BE2A-783AF5F39897","5785-8103-4920-7397-5101-6016-72","HICP1310_Clu.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1310-clu-olcc-lan-4fb0bd14-3fa8-4561-ad74-93b04087d47c","2025-02-11T20:31:01.9953393Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICP2275","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:19:50 AM","Microsoft Windows Server 2019 Standard","Windows","10.0.17763","Yes","HICP1318",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/8d054ea0-825c-4ac9-9f3a-1bdd5c30522a","8d054ea0-825c-4ac9-9f3a-1bdd5c30522a","False","False","False","Cluster","1048576","8d054ea0-825c-4ac9-9f3a-1bdd5c30522a","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","40","8","Windows Server 2019 Standard","windowsguest","10.0.17763","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T15:06:09.1062652Z","C:\ClusterStorage\Volume2\HICP2275\Virtual Machines\8D054EA0-825C-4AC9-9F3A-1BDD5C30522A.VMCX","HICP2275.olcc.lan","9.0"
"16384",,,,,,,,,,"4DEA84F1-D920-42F8-BD31-1BA1F9487235","6008-7997-3912-4183-6002-3367-42","HICP1310_Clu.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1310-clu-olcc-lan-4fb0bd14-3fa8-4561-ad74-93b04087d47c","2025-02-11T20:31:02.2453008Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICP2125","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:21:14 AM","Microsoft Windows Server 2022 Standard","Windows","10.0.20348","Yes","HICP1314",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/3c833730-21a5-45d2-9513-31cea0574171","3c833730-21a5-45d2-9513-31cea0574171","False","False","False","Cluster","1048576","3c833730-21a5-45d2-9513-31cea0574171","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","44","2","Windows Server 2022 Standard","windowsguest","10.0.20348","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T15:06:09.2313232Z","C:\ClusterStorage\Volume12\HICP2125\Virtual Machines\3C833730-21A5-45D2-9513-31CEA0574171.VMCX","HICP2125.olcc.lan","9.0"
"4096",,,,,,,,,,"D03F0945-9608-483D-9576-972BF5BF5F7E","1463-4384-1676-6193-4220-3262-45","HICP1326_CLU.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1326-clu-olcc-lan-dfe304fe-4c9c-4a21-8ab7-565af1ada800","2025-02-11T20:31:02.4952958Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICU8526A","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:21:02 AM","Microsoft Windows Server 2019 Standard","Windows","10.0.17763","Yes","HICP1326C",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/5dbf1745-2ae9-46f3-a1bb-a2deae2c2edc","5dbf1745-2ae9-46f3-a1bb-a2deae2c2edc","False","False","False","Cluster","1048576","5dbf1745-2ae9-46f3-a1bb-a2deae2c2edc","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","108","2","Windows Server 2019 Standard","windowsguest","10.0.17763","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T15:06:09.3562664Z","C:\ClusterStorage\Volume1\HICU8526A\Virtual Machines\5DBF1745-2AE9-46F3-A1BB-A2DEAE2C2EDC.VMCX","HICU8526A.olcc.lan","9.0"
"8192",,,,,,,,,,"E8099E1C-16F0-45D0-81A2-64ACD9DE7A25","1720-3029-7005-0649-6961-9562-98","HICP1300_CLU.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1300-clu-olcc-lan-716a4cd7-b6bf-44a4-8728-f1576ad575ee","2025-02-11T20:31:02.7452775Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICP5570","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:21:26 AM","Microsoft Windows Server 2022 Standard","Windows","10.0.20348","Yes","HICP1300A",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/7adbb40b-7481-4cc1-a68a-eeaec2cb4675","7adbb40b-7481-4cc1-a68a-eeaec2cb4675","False","False","False","Cluster","1048576","7adbb40b-7481-4cc1-a68a-eeaec2cb4675","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","57","2","Windows Server 2022 Standard","windowsguest","10.0.20348","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-18T20:19:04.4263333Z","C:\ClusterStorage\Volume12\HICP5570\Virtual Machines\7ADBB40B-7481-4CC1-A68A-EEAEC2CB4675.VMCX","HICP5570.olcc.lan","9.0"
"8192",,,,,,,,,,"6FE82320-335D-4D1B-B8F0-0977E53BACF5","2795-7821-6718-8343-9789-9963-48","HICP1326_CLU.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1326-clu-olcc-lan-dfe304fe-4c9c-4a21-8ab7-565af1ada800","2025-02-11T20:31:02.9952983Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICU2341","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:19:31 AM","Microsoft Windows Server 2022 Standard","Windows","10.0.20348","Yes","HICP1326B",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/d47e6a4a-9d12-497c-9e21-f95a9b4ff874","d47e6a4a-9d12-497c-9e21-f95a9b4ff874","False","False","False","Cluster","1048576","d47e6a4a-9d12-497c-9e21-f95a9b4ff874","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","13","2","Windows Server 2022 Standard","windowsguest","10.0.20348","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T15:06:09.5906743Z","C:\ClusterStorage\Volume2\HICU2341 (Daybreak to OCI)\Virtual Machines\D47E6A4A-9D12-497C-9E21-F95A9B4FF874.VMCX","HICU2341.olcc.lan","9.0"
"4096",,,,,,,,,,"504B7C85-96F8-4ED4-BC49-0E5D3BE34562","8407-8700-6734-2492-0603-5874-10","HICP1326_CLU.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1326-clu-olcc-lan-dfe304fe-4c9c-4a21-8ab7-565af1ada800","2025-02-11T20:31:03.2453014Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICU8526B","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:20:11 AM","Microsoft Windows Server 2019 Standard","Windows","10.0.17763","Yes","HICP1326B",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/183ed6c0-bb8c-412d-9cad-6cdf2a7aa687","183ed6c0-bb8c-412d-9cad-6cdf2a7aa687","False","False","False","Cluster","1048576","183ed6c0-bb8c-412d-9cad-6cdf2a7aa687","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","120","2","Windows Server 2019 Standard","windowsguest","10.0.17763","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T15:06:09.7157072Z","C:\ClusterStorage\Volume1\HICU8526B\Virtual Machines\183ED6C0-BB8C-412D-9CAD-6CDF2A7AA687.VMCX","HICU8526B.olcc.lan","9.0"
